Material,pred_PL
test135,456.4064
test136,566.5108
test137,454.38098
test138,569.0853
test139,583.5202
test140,530.8826
test141,624.3703
test142,459.7886
test143,464.32602
test144,436.73645
test145,578.48224
test146,654.21875
test147,791.0699
test148,594.6952
test149,447.687
test150,462.0798
test151,495.58752
test152,568.88
test153,610.3247
test154,465.38275
test155,495.91595
test156,654.21875
test157,671.36456
test158,453.477
test159,497.1408
test160,445.83325
test161,551.42096
test162,444.72842
test163,564.54626
test164,438.9045
test165,487.7193
test166,481.46658
test167,438.47592
test168,486.4456
test169,443.6881
test170,464.32602
test171,753.05237
test172,486.211
test173,534.6219
test174,450.88824
test175,443.71005
test176,610.3247
test177,537.839
test178,612.71326
test179,610.3247
test180,461.83072
test181,459.41882
test182,509.51038
test183,415.9079
test184,488.14343
test185,435.72507
test186,647.5725
test187,447.81616
test188,478.32364
test189,409.65622
test190,450.88824
test191,451.00497
test192,567.97614
test193,579.80176
test194,564.7778
test195,436.87054
test196,709.0081
test197,464.32602
test198,471.76193
test199,489.2819
test200,434.64255
test201,560.75256
test202,469.06586
test203,706.31335
test204,444.09238
test205,670.3011
test206,472.88705
test207,466.5069
test208,576.49744
test209,476.16684
test210,671.36456
test211,445.83325
test212,443.71005
test213,725.503
test214,448.60773
test215,454.38098
test216,614.8196
test217,708.6676
test218,578.3328
test219,556.5234
test220,568.1516
test221,478.14337
test222,615.9396
test223,640.94
test224,451.00497
test225,451.00497
test226,729.3663
test227,474.75995
test228,671.36456
test229,568.1516
test230,489.2819
test231,469.06586
test232,443.58182
test233,609.65497
test234,498.16122
test235,548.1747
test236,417.84897
test237,435.72507
test238,456.4064
test239,450.45724
test240,631.59296
test241,801.4394
test242,729.3663
test243,761.395
test244,454.38098
test245,453.477
test246,530.0617
test247,723.20844
test248,454.38098
test249,567.33307
test250,488.14343
test251,654.21875
test252,440.02527
test253,801.4394
test254,581.5252
test255,505.91824
test256,412.89078
test257,570.4922
test258,619.87274
test259,472.7654
test260,670.3011
test261,487.03586
test262,456.17386
test263,482.55753
test264,495.58752
test265,454.38098
test266,497.1408
test267,444.72842
test268,470.16467
test269,474.0788
test270,566.8709
test271,486.6983
test272,725.2521
test273,517.57794
test274,478.49173
test275,640.94
test276,457.0371
test277,430.1096
test278,464.32602
test279,423.16257
test280,728.95795
test281,458.7051
test282,443.71005
test283,417.84897
test284,548.1747
test285,464.32602
test286,578.9303
test287,468.78775
test288,430.1096
test289,444.72842
test290,445.83325
test291,577.5469
test292,546.041
test293,545.48047
test294,441.46896
test295,509.3716
test296,554.8687
test297,585.57477
test298,708.3224
test299,454.3085
test300,482.55753
test301,530.0617
test302,426.1651
test303,454.38098
test304,499.04083
test305,510.84183
test306,532.55945
test307,477.87375
test308,479.57715
test309,608.4902
test310,551.42096
test311,608.9372
test312,580.1132
test313,450.45724
test314,409.2612
test315,407.77896
test316,469.06586
test317,766.5726
test318,436.73645
test319,441.69434
test320,610.3247
test321,552.1121
test322,621.5062
test323,614.8196
test324,492.03537
test325,440.31015
test326,512.3927
test327,444.72842
test328,446.40152
test329,552.5624
test330,766.25476
test331,445.83325
test332,469.06586
test333,409.65622
test334,445.83325
test335,429.15274
test336,434.64255
test337,578.3328
test338,444.64236
test339,524.198
test340,477.0807
test341,654.21875
test342,434.41882
test343,456.4064
test344,671.36456
test345,441.46896
test346,524.3399
test347,424.1389
test348,670.3011
test349,460.07635
test350,418.74582
test351,561.92773
test352,447.76566
test353,640.94
test354,447.81616
test355,569.57855
test356,564.54626
test357,596.2082
test358,443.71005
test359,761.395
test360,756.85425
test361,594.6952
test362,445.83325
test363,545.48047
test364,454.38098
test365,572.2116
test366,447.687
test367,423.62238
test368,725.2521
test369,445.83325
test370,453.477
test371,440.31015
test372,424.1389
test373,486.211
test374,561.2919
test375,766.25476
test376,486.211
test377,488.4625
test378,640.94
test379,508.25748
test380,708.6676
test381,437.76855
test382,466.65482
test383,519.2706
test384,497.1408
test385,474.66754
test386,849.3756
test387,443.71005
test388,479.57715
test389,461.75232
test390,482.70514
test391,426.00323
test392,724.78094
test393,458.30344
test394,451.15842
test395,566.5108
test396,583.5202
test397,457.0371
test398,464.32602
test399,433.71402
test400,512.3927
test401,588.9242
test402,766.5726
test403,451.75366
test404,474.66754
test405,655.9383
test406,539.1336
test407,596.2082
test408,496.25238
test409,466.5069
test410,675.0094
test411,570.65936
test412,424.1389
test413,433.71402
test414,529.702
test415,626.1628
test416,526.0211
test417,411.46222
test418,452.34015
test419,724.78094
test420,464.32602
test421,469.06586
test422,512.3927
test423,432.681
test424,443.71005
test425,601.07166
test426,765.8058
test427,459.7886
test428,501.03323
test429,524.4888
test430,654.21875
test431,463.24484
test432,443.71005
test433,439.9068
test434,708.6676
test435,635.35974
test436,766.5726
test437,434.41882
test438,487.7193
test439,476.48087
test440,496.17764
test441,429.3992
test442,463.24484
test443,570.4922
test444,545.2055
test445,469.11432
test446,553.8595
test447,454.38098
test448,421.5704
test449,441.04922
test450,443.71005
test451,479.57715
test452,491.70358
test453,432.681
test454,508.57828
test455,469.06586
test456,687.4111
test457,800.22577
test458,454.5231
test459,441.69434
test460,709.0081
test461,711.0122
test462,725.17975
test463,554.3558
test464,445.83325
test465,570.4922
test466,513.5986
test467,708.6676
test468,512.3927
test469,539.70374
test470,708.6676
test471,597.29596
test472,766.5726
test473,640.94
test474,526.0211
test475,405.3448
test476,469.42947
test477,441.46896
test478,456.4064
test479,488.14343
test480,568.9742
test481,474.75995
test482,546.9755
test483,587.24335
test484,534.3375
test485,474.06485
test486,444.72842
test487,426.00323
test488,422.0907
test489,603.64996
test490,478.32364
test491,588.53546
test492,430.67798
test493,424.1389
test494,439.9068
test495,461.097
test496,422.7032
test497,429.77563
test498,459.577
test499,560.8497
test500,444.72842
test501,457.0371
test502,626.10583
test503,448.60773
test504,499.04083
test505,524.4888
test506,700.30444
test507,637.6304
test508,458.76782
test509,468.34583
test510,464.32602
test511,724.78094
test512,519.9741
test513,659.83295
test514,551.8195
test515,796.38477
test516,550.5939
test517,627.3035
test518,627.3035
test519,554.5826
test520,546.041
test521,440.02527
test522,532.55945
test523,443.71005
test524,478.03574
test525,448.60773
test526,496.16083
test527,729.3663
test528,499.04083
test529,725.503
test530,434.0456
test531,675.0094
test532,505.86377
test533,412.37448
test534,429.134
test535,459.577
test536,464.32602
test537,510.03143
test538,570.4922
test539,509.3716
test540,671.36456
test541,468.34583
test542,561.92773
test543,463.17993
test544,454.3085
test545,671.36456
test546,413.71967
test547,484.46738
test548,486.211
test549,452.24954
test550,595.2282
test551,482.55753
test552,501.03323
test553,653.984
test554,627.868
test555,454.38098
test556,588.1631
test557,575.9438
test558,530.0617
test559,510.84183
test560,438.9045
test561,581.5252
test562,466.65482
test563,474.66754
test564,724.78094
test565,614.9828
test566,597.29596
test567,546.041
test568,724.78094
test569,607.2648
test570,443.71005
test571,443.58182
test572,626.1628
test573,612.0989
test574,459.577
test575,532.3113
test576,614.8196
test577,526.0211
test578,567.6084
test579,456.4064
test580,444.09238
test581,474.0788
test582,462.0798
test583,586.7518
test584,561.92773
test585,510.21182
test586,472.0418
test587,756.85425
test588,439.47296
test589,519.3028
test590,724.78094
test591,564.1867
test592,708.6676
test593,409.65622
test594,481.46658
test595,452.34015
test596,474.0788
test597,564.1859
test598,601.6176
test599,447.81616
test600,508.25748
test601,630.3899
test602,431.24506
test603,432.681
test604,709.0081
test605,570.4922
test606,443.58182
test607,583.5202
test608,422.0907
test609,470.16467
test610,512.3927
test611,521.0431
test612,458.7051
test613,491.50467
test614,655.4427
test615,800.22577
test616,765.8058
test617,496.25238
test618,485.13617
test619,496.41898
test620,446.31653
test621,510.84183
test622,464.32602
test623,610.3247
test624,486.211
test625,576.9013
test626,725.503
test627,471.418
test628,510.15002
test629,584.86145
test630,476.16684
test631,445.83325
test632,450.45724
test633,474.0788
test634,434.21307
test635,495.91595
test636,433.20734
test637,583.7798
test638,555.32745
test639,529.702
test640,455.51114
test641,448.59772
test642,476.16684
test643,554.5826
test644,524.3399
test645,626.1628
test646,766.5726
test647,450.88824
test648,452.24954
test649,466.7836
test650,549.47253
test651,496.2312
test652,489.2819
test653,411.5798
test654,458.76782
test655,612.98016
test656,561.92773
test657,565.07825
test658,476.7639
test659,456.4064
test660,471.76193
test661,431.46918
test662,460.19812
test663,487.7193
test664,570.4922
test665,542.45087
test666,609.65497
test667,440.31015
test668,589.62177
test669,417.84897
test670,445.83325
test671,444.72842
test672,614.8196
test673,496.16083
test674,572.3947
test675,492.83304
test676,520.5648
test677,548.1747
test678,665.66675
test679,443.71005
test680,610.3247
test681,474.75995
test682,534.0178
test683,430.1096
test684,508.25748
test685,434.41882
test686,429.134
test687,425.16318
test688,455.1738
test689,486.211
test690,449.064
test691,400.38306
test692,673.07855
test693,433.75058
test694,692.512
test695,724.78094
test696,509.3716
test697,488.14343
test698,670.3011
test699,456.4064
test700,459.41882
test701,570.4922
test702,412.89078
test703,446.31653
test704,456.93198
test705,510.21182
test706,409.65622
test707,602.4409
test708,460.07693
test709,474.0788
test710,443.71005
test711,765.8058
test712,488.4625
test713,670.3011
test714,582.66876
test715,474.0788
test716,437.49954
test717,549.73346
test718,640.94
test719,665.66675
test720,639.9944
test721,533.72186
test722,645.41736
test723,466.5069
test724,456.4064
test725,667.405
test726,566.5108
test727,725.503
test728,461.097
test729,610.3247
test730,439.3711
test731,474.87875
test732,448.3581
test733,457.0371
test734,711.91504
test735,614.8196
test736,452.14325
test737,454.75845
test738,464.32602
test739,453.31552
test740,488.09387
test741,653.984
test742,438.47592
test743,444.72842
test744,640.94
test745,474.66754
test746,485.13617
test747,442.95807
test748,464.32602
test749,496.17764
test750,512.3927
test751,452.5852
test752,564.54626
test753,469.3719
test754,610.3247
test755,477.0807
test756,496.17764
test757,452.34015
test758,460.07693
test759,623.0127
test760,489.97192
test761,708.6676
test762,415.75638
test763,733.22314
test764,469.42947
test765,640.94
test766,534.5755
test767,474.06485
test768,654.21875
test769,568.1176
test770,708.6676
test771,617.1362
test772,464.32602
test773,497.1408
test774,568.1516
test775,482.70514
test776,517.57794
test777,511.7017
test778,482.30597
test779,539.1336
test780,442.95807
test781,578.417
test782,456.84384
test783,486.211
test784,486.211
test785,456.4064
test786,725.8402
test787,725.503
test788,426.00323
test789,548.1747
test790,472.6496
test791,472.0418
test792,452.14325
test793,578.4001
test794,574.9682
test795,451.75366
test796,450.88824
test797,461.097
test798,733.22314
test799,725.503
test800,455.72803
test801,640.94
test802,645.2612
test803,614.9828
test804,482.55753
test805,492.03537
test806,609.866
test807,439.47296
test808,479.57715
test809,587.24335
test810,587.24335
test811,522.1108
test812,584.86145
test813,610.3247
test814,517.57794
test815,590.6359
test816,708.6676
test817,528.168
test818,524.4888
test819,524.6004
test820,558.93243
test821,443.71005
test822,619.87274
test823,485.13617
test824,476.48087
test825,474.87875
test826,550.5939
test827,610.3247
test828,570.4922
test829,613.9976
test830,400.38306
test831,728.95795
test832,519.3028
test833,513.5986
test834,646.38806
test835,606.31226
test836,486.211
test837,550.5939
test838,444.72842
test839,503.60275
test840,464.32602
test841,423.62238
test842,474.06485
test843,471.76193
test844,488.14343
test845,415.9079
test846,654.21875
test847,495.91595
test848,486.211
test849,617.0002
test850,509.3716
test851,426.1651
test852,461.83072
test853,549.73346
test854,554.3558
test855,709.0081
test856,423.62238
test857,766.5726
test858,570.4922
test859,472.0418
test860,532.55945
test861,427.64474
test862,519.9741
test863,450.47717
test864,446.29834
test865,551.42096
test866,724.9735
test867,425.16318
test868,474.75995
test869,453.477
test870,429.134
test871,570.4922
test872,452.34015
test873,654.21875
test874,421.5704
test875,568.88
test876,570.4922
test877,495.58752
test878,766.5726
test879,443.58182
test880,524.3399
test881,522.1105
test882,463.24484
test883,488.14343
test884,518.0378
test885,570.4922
test886,766.5726
test887,488.4625
test888,438.33853
test889,673.21796
test890,554.8687
test891,625.3959
test892,481.62933
test893,456.17386
test894,564.1867
test895,708.6676
test896,436.87054
test897,724.9735
test898,519.3028
test899,708.6676
test900,446.29834
test901,448.60773
test902,435.64072
test903,554.3558
test904,465.38275
test905,519.9741
test906,617.0002
test907,545.98517
test908,640.94
test909,486.6983
test910,488.2991
test911,444.72842
test912,448.60773
test913,569.77985
test914,534.6219
test915,444.72842
test916,487.7193
test917,723.20844
test918,457.0371
test919,633.5074
test920,583.7481
test921,459.41882
test922,614.8196
test923,725.2521
test924,424.1389
test925,453.477
test926,468.06418
test927,422.78467
test928,448.59772
test929,458.51447
test930,587.24335
test931,796.5035
test932,440.31015
test933,475.83865
test934,479.57715
test935,437.76855
test936,549.73346
test937,518.24524
test938,466.961
test939,549.73346
test940,469.3719
test941,476.7639
test942,468.34583
test943,510.5183
test944,521.0431
test945,525.6119
test946,510.21182
test947,561.51697
test948,766.25476
test949,441.46896
test950,532.55945
test951,442.95807
test952,670.3011
test953,700.30444
test954,590.6359
test955,671.36456
test956,578.48224
test957,550.5939
test958,474.0788
test959,421.5704
test960,503.60275
test961,575.59753
test962,476.48087
test963,583.5202
test964,469.50247
test965,505.86377
test966,501.29205
test967,496.87952
test968,482.55753
test969,469.3719
test970,728.95795
test971,441.46896
test972,761.395
test973,746.1552
test974,513.5986
test975,692.512
test976,610.3247
test977,708.6676
test978,439.3711
test979,438.01556
test980,456.17386
test981,479.57715
test982,489.2819
test983,453.477
test984,436.87054
test985,614.8196
test986,671.36456
test987,486.211
test988,452.13657
test989,440.02527
test990,456.17386
test991,613.93146
test992,569.77985
test993,587.24335
test994,521.764
test995,725.8402
test996,561.92773
test997,708.3224
test998,555.32745
test999,496.2312
test1000,495.1608
test1001,400.38306
test1002,485.13617
test1003,482.01022
test1004,514.7234
test1005,604.0595
test1006,539.1336
test1007,556.21954
