Material,pred_PL
test167,455.6117996266614
test168,482.74597259239164
test169,447.45922604186126
test170,458.9225287173355
test171,678.5065738294752
test172,458.6577676304654
test173,540.0500425965662
test174,460.6267720961821
test175,450.38695419469207
test178,559.8488015367401
test180,466.5193471307228
test181,439.61919521439535
test183,433.1389368944829
test184,505.4548574734495
test185,455.79255153073086
test186,566.3845426585092
test187,461.593518145467
test188,490.41153016573514
test189,440.2955245463013
test190,460.6267720961821
test191,456.78754349176825
test192,541.5680513475492
test193,542.0813605682279
test194,560.487550516375
test195,469.3043198182206
test197,458.9225287173355
test198,484.9930313251816
test199,472.4311528873584
test200,445.89322601799216
test201,530.2040653297283
test202,469.2067683201169
test204,455.59729750020176
test206,504.85717138376737
test209,467.8898140177133
test211,437.31080363467584
test212,450.38695419469207
test214,441.5610775532049
test215,464.6258059347083
test218,543.3434431407815
test219,517.7851076570144
test220,549.8686424502728
test221,517.9463570991593
test222,614.5581596931465
test224,456.78754349176825
test225,456.78754349176825
test226,761.0060458169683
test227,449.4076070847864
test229,549.8686424502728
test230,472.4311528873584
test231,469.2067683201169
test233,594.1400547535537
test235,535.8209278484037
test237,455.79255153073086
test238,444.28909318019646
test239,466.02045910436095
test240,643.0061317591402
test241,733.0952062698731
test242,761.0060458169683
test244,464.6258059347083
test245,477.7888879260661
test246,537.5722795820425
test248,464.6258059347083
test249,546.9826699096009
test250,505.4548574734495
test252,464.6659591477651
test253,733.0952062698731
test254,550.7075719921131
test255,528.9614474344286
test256,449.30731742480907
test258,591.3795480199688
test259,449.9763417902752
test261,450.5164298697287
test262,469.2527108727681
test263,464.35070662643375
test265,464.6258059347083
test266,477.85471350462785
test267,444.01969850341516
test268,463.3337887828818
test269,446.43735394281526
test270,557.2909211541391
test271,519.7812399298774
test272,725.740978361167
test273,540.0693836978231
test277,433.8501745577614
test278,458.9225287173355
test279,451.3940661264803
test281,464.8278616607969
test282,450.38695419469207
test284,535.8209278484037
test285,458.9225287173355
test287,472.55413415179555
test288,433.8501745577614
test289,444.01969850341516
test290,437.31080363467584
test291,551.4930194056768
test293,551.5129975347566
test294,454.1350682585732
test296,545.4777158780545
test297,561.4788269610985
test298,634.0355197223861
test299,463.77459429365956
test300,464.35070662643375
test301,537.5722795820425
test303,464.6258059347083
test305,467.10926919869723
test306,532.0306718809763
test307,479.31517338307293
test308,517.5413324290273
test311,550.1151970714408
test312,534.1654466975632
test313,466.02045910436095
test314,445.0128614351565
test315,443.4674530560293
test316,469.2067683201169
test317,763.0421183531583
test321,562.7680921929309
test322,569.8377242947585
test324,467.0963566001035
test325,457.8461253328623
test326,467.9113419107123
test327,444.01969850341516
test328,444.7214332819433
test330,735.9757609711437
test331,437.31080363467584
test332,469.2067683201169
test333,440.2955245463013
test334,437.31080363467584
test336,445.89322601799216
test337,543.3434431407815
test338,467.57119428724377
test340,472.83723887739956
test342,460.26958122488395
test343,444.28909318019646
test345,454.1350682585732
test346,532.5340938658244
test347,446.88009159024244
test349,475.3182684499279
test351,549.6629611817407
test354,461.593518145467
test355,513.8286699810999
test356,593.029913858563
test358,450.38695419469207
test361,552.3141718361582
test362,437.31080363467584
test363,551.5129975347566
test364,464.6258059347083
test365,551.4574766315106
test366,464.8382623761655
test367,447.1064545679454
test368,725.740978361167
test369,437.31080363467584
test370,477.7888879260661
test371,457.8461253328623
test372,446.88009159024244
test373,458.6577676304654
test374,528.1641354488717
test375,735.9757609711437
test376,458.6577676304654
test377,518.7444787684784
test379,458.0826036109508
test382,465.4318048200611
test384,477.85471350462785
test385,465.09782412849404
test386,803.7058190291926
test387,450.38695419469207
test388,517.5413324290273
test389,433.6951654656042
test390,475.2649866225373
test392,670.4758532832177
test394,460.3455423260049
test395,543.6590204230407
test398,458.9225287173355
test399,451.8873486329394
test400,467.9113419107123
test401,555.1033814710747
test402,763.0421183531583
test404,465.09782412849404
test405,627.5456755330829
test406,566.1321981582273
test408,454.2154670038454
test410,650.0994511294782
test411,542.0491919327185
test412,446.88009159024244
test413,451.8873486329394
test414,506.98132727942436
test416,543.2186803863664
test417,438.81693204432264
test418,445.2322269444817
test419,670.4758532832177
test420,458.9225287173355
test421,469.2067683201169
test422,467.9113419107123
test423,444.3316562201534
test424,450.38695419469207
test425,561.7158626360142
test426,709.597117220461
test428,529.7088319772339
test431,451.48295166507125
test432,450.38695419469207
test433,442.602936523764
test435,562.6150816742266
test436,763.0421183531583
test437,460.26958122488395
test439,469.33590418871165
test442,451.48295166507125
test444,542.1795592425058
test445,435.4910384982196
test446,546.8075036232256
test447,464.6258059347083
test449,455.3126596139891
test450,450.38695419469207
test451,517.5413324290273
test452,458.6187335232861
test453,444.3316562201534
test455,469.2067683201169
test457,784.0989388349344
test458,436.23460481097595
test463,557.4616709279336
test464,437.31080363467584
test466,523.0917449026095
test468,467.9113419107123
test471,552.037947915088
test472,763.0421183531583
test474,543.2186803863664
test475,450.60486382731824
test476,470.292158621583
test477,454.1350682585732
test478,444.28909318019646
test479,505.4548574734495
test480,542.3987762187465
test481,449.4076070847864
test482,524.4227467548724
test483,557.1259166700913
test486,444.01969850341516
test488,432.57313208021003
test489,553.5648638731092
test490,490.41153016573514
test491,555.617415066459
test493,446.88009159024244
test494,442.602936523764
test495,492.5361768370175
test496,441.0786940276764
test498,432.9664235373882
test500,444.01969850341516
test503,441.5610775532049
test506,636.875567806208
test507,576.6265650931052
test509,448.8046741066667
test510,458.9225287173355
test511,670.4758532832177
test512,520.1402527688244
test515,797.3467756336686
test516,546.2996312741766
test517,626.5306177269142
test518,626.5306177269142
test519,546.5840727381561
test521,464.6659591477651
test522,532.0306718809763
test523,450.38695419469207
test525,441.5610775532049
test526,520.0078493488201
test527,761.0060458169683
test530,437.80369431930217
test531,650.0994511294782
test533,445.43586570579237
test535,432.9664235373882
test536,458.9225287173355
test541,448.8046741066667
test542,549.6629611817407
test544,463.77459429365956
test546,460.0550234393196
test547,467.8681798056615
test548,458.6577676304654
test549,436.99011106248946
test551,464.35070662643375
test552,529.7088319772339
test554,567.8719418249403
test555,464.6258059347083
test556,537.8972764424451
test558,537.5722795820425
test559,467.10926919869723
test561,550.7075719921131
test562,465.4318048200611
test563,465.09782412849404
test564,670.4758532832177
test566,552.037947915088
test568,670.4758532832177
test569,571.515332218364
test570,450.38695419469207
test573,573.7858709377398
test574,432.9664235373882
test577,543.2186803863664
test578,550.2431363486851
test579,444.28909318019646
test580,455.59729750020176
test581,446.43735394281526
test583,536.2260203995588
test584,549.6629611817407
test585,516.2656778974799
test586,485.8645459129071
test589,462.67242726100517
test590,670.4758532832177
test591,533.2106173284402
test593,440.2955245463013
test594,465.5036305248811
test595,445.2322269444817
test596,446.43735394281526
test597,533.2106173284402
test598,550.8093118773196
test599,461.593518145467
test600,458.0826036109508
test601,576.5568553540227
test602,438.0849631564139
test603,444.3316562201534
test608,432.57313208021003
test609,463.3337887828818
test610,467.9113419107123
test611,559.5912793346623
test612,464.8278616607969
test613,487.32036784557215
test614,617.5940715397865
test615,784.0989388349344
test616,709.597117220461
test617,454.2154670038454
test618,456.35593619208873
test619,501.9547750704992
test620,466.0813265257915
test621,467.10926919869723
test622,458.9225287173355
test624,458.6577676304654
test625,539.5809864152495
test627,517.2508915440382
test628,508.171949192214
test630,467.8898140177133
test631,437.31080363467584
test632,466.02045910436095
test633,446.43735394281526
test636,464.12116415392484
test639,506.98132727942436
test642,467.8898140177133
test643,546.5840727381561
test644,532.5340938658244
test646,763.0421183531583
test647,460.6267720961821
test648,436.99011106248946
test649,447.24315715349474
test650,542.5592881939108
test651,474.701904135351
test652,472.4311528873584
test655,538.2407099359128
test656,549.6629611817407
test657,597.9002969545382
test658,472.7489533116499
test659,444.28909318019646
test660,484.9930313251816
test662,464.02523107880097
test665,515.7387271129811
test666,594.1400547535537
test667,457.8461253328623
test668,553.0894181998256
test670,437.31080363467584
test671,444.01969850341516
test673,520.0078493488201
test675,518.5950668130623
test676,459.3137117395481
test677,535.8209278484037
test679,450.38695419469207
test681,449.4076070847864
test682,540.0500425965662
test683,433.8501745577614
test684,458.0826036109508
test685,460.26958122488395
test687,450.1312784083616
test689,458.6577676304654
test690,441.0939614174328
test691,445.24392724460307
test692,699.4873010612203
test693,448.3304572593338
test695,670.4758532832177
test697,505.4548574734495
test699,444.28909318019646
test700,439.61919521439535
test702,449.30731742480907
test703,466.0813265257915
test704,433.5760343835068
test705,516.2656778974799
test706,440.2955245463013
test707,580.3124037689374
test708,441.62684865879027
test709,446.43735394281526
test710,450.38695419469207
test711,709.597117220461
test712,518.7444787684784
test714,538.667606691018
test715,446.43735394281526
test716,458.1888863553611
test717,551.9878722656891
test720,588.8589976573197
test722,624.1623023653842
test724,444.28909318019646
test725,622.7379564605792
test726,543.6590204230407
test728,492.5361768370175
test730,449.7257473500396
test731,496.59467590247283
test732,439.24514529149513
test736,471.7146921179178
test737,452.27612082508114
test738,458.9225287173355
test739,475.23561364158877
test742,455.6117996266614
test743,444.01969850341516
test745,465.09782412849404
test746,456.35593619208873
test747,451.1792115511649
test748,458.9225287173355
test750,467.9113419107123
test751,463.4404754509877
test752,593.029913858563
test755,472.83723887739956
test757,445.2322269444817
test758,441.62684865879027
test759,579.6384140589003
test762,450.57805977926296
test764,470.292158621583
test766,548.8411524094331
test769,549.9853799034091
test771,586.685317496212
test772,458.9225287173355
test773,477.85471350462785
test774,549.8686424502728
test775,475.2649866225373
test776,540.0693836978231
test777,537.1396614293895
test778,499.3308871752195
test779,566.1321981582273
test780,451.1792115511649
test782,440.1124728830529
test783,458.6577676304654
test784,458.6577676304654
test785,444.28909318019646
test786,674.8851962086927
test789,535.8209278484037
test790,474.9789222679103
test791,485.8645459129071
test792,471.7146921179178
test793,543.7778836244572
test794,596.8159049475465
test796,460.6267720961821
test797,492.5361768370175
test800,471.16020495595717
test802,641.4775839208929
test804,464.35070662643375
test805,467.0963566001035
test808,517.5413324290273
test809,557.1259166700913
test810,557.1259166700913
test811,535.6740850318315
test814,540.0693836978231
test815,553.42212405533
test817,505.16849313285974
test820,528.8986314029014
test821,450.38695419469207
test822,591.3795480199688
test823,456.35593619208873
test824,469.33590418871165
test825,496.59467590247283
test826,546.2996312741766
test829,594.2630841921978
test830,445.24392724460307
test832,462.67242726100517
test833,523.0917449026095
test834,576.4071812939771
test835,606.1815701838698
test836,458.6577676304654
test837,546.2996312741766
test838,444.01969850341516
test840,458.9225287173355
test841,447.1064545679454
test843,484.9930313251816
test844,505.4548574734495
test845,433.1389368944829
test848,458.6577676304654
test849,614.5581596931465
test852,466.5193471307228
test853,551.9878722656891
test854,557.4616709279336
test856,447.1064545679454
test857,763.0421183531583
test859,485.8645459129071
test860,532.0306718809763
test861,459.26531905808
test862,520.1402527688244
test864,452.721604744374
test867,450.1312784083616
test868,449.4076070847864
test869,477.7888879260661
test872,445.2322269444817
test875,541.7767446475293
test878,763.0421183531583
test880,532.5340938658244
test882,451.48295166507125
test883,505.4548574734495
test886,763.0421183531583
test887,518.7444787684784
test888,451.1192598397667
test890,545.4777158780545
test891,636.1313817410035
test892,451.72509993084566
test893,469.2527108727681
test894,533.2106173284402
test896,469.3043198182206
test898,462.67242726100517
test900,452.721604744374
test901,441.5610775532049
test902,460.32557123777985
test903,557.4616709279336
test904,463.2284677883421
test905,520.1402527688244
test906,614.5581596931465
test907,553.6996003224233
test909,519.7812399298774
test911,444.01969850341516
test912,441.5610775532049
test914,540.0500425965662
test915,444.01969850341516
test920,535.9854906977826
test921,439.61919521439535
test923,725.740978361167
test924,446.88009159024244
test925,477.7888879260661
test926,461.77337643413944
test927,441.82301063209997
test929,436.582994647634
test930,557.1259166700913
test931,787.1946383958618
test932,457.8461253328623
test933,474.6541048169556
test934,517.5413324290273
test936,551.9878722656891
test937,534.3313809440756
test938,466.848912904364
test939,551.9878722656891
test941,472.7489533116499
test942,448.8046741066667
test943,526.1677082374442
test944,559.5912793346623
test945,465.64018141565515
test946,516.2656778974799
test948,735.9757609711437
test949,454.1350682585732
test950,532.0306718809763
test951,451.1792115511649
test953,636.875567806208
test954,553.42212405533
test956,551.89512600112
test957,546.2996312741766
test958,446.43735394281526
test961,529.8785797994948
test962,469.33590418871165
test964,481.1160433108306
test966,518.4386636403465
test967,495.25042677514773
test968,464.35070662643375
test971,454.1350682585732
test974,523.0917449026095
test978,449.7257473500396
test979,464.09344444385187
test980,469.2527108727681
test981,517.5413324290273
test982,472.4311528873584
test983,477.7888879260661
test984,469.3043198182206
test987,458.6577676304654
test988,448.67529155105143
test989,464.6659591477651
test990,469.2527108727681
test991,546.8558814645301
test993,557.1259166700913
test995,674.8851962086927
test996,549.6629611817407
test997,634.0355197223861
test999,474.701904135351
test1000,516.7289618211738
test1001,445.24392724460307
test1002,456.35593619208873
test1003,485.7666221805478
test1004,511.68455474246633
test1005,591.1845121204182
test1006,566.1321981582273
